Year,Area_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day,Yield_kg_per_ha,State Name_Assam,State Name_Bihar,State Name_Chhattisgarh,State Name_Gujarat,State Name_Haryana,State Name_Himachal Pradesh,State Name_Jharkhand,State Name_Karnataka,State Name_Kerala,State Name_Madhya Pradesh,State Name_Maharashtra,State Name_Orissa,State Name_Punjab,State Name_Rajasthan,State Name_Tamil Nadu,State Name_Telangana,State Name_Uttar Pradesh,State Name_Uttarakhand,State Name_West Bengal,Crop_cotton,Crop_maize,Crop_rice
1969,-0.09899210122425453,-0.7859547963861716,-0.7581564342046135,-0.760183945882642,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,439.16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1970,4.502517686253089,-0.2987334400742213,-0.29698409977035545,-0.22893691894418217,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,828.55,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1970,-0.5431840864894085,0.2690284132080158,0.19296685052555398,-0.012186781606985156,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1320.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1970,-0.09278582598102883,-0.667867938465356,-0.6148698326555656,-0.600424186306718,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,611.63,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1971,4.592951982654378,-0.41176279085075035,-0.4154815460053169,-0.3635042802599264,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,709.69,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1971,-0.541410864991344,0.09253487925696209,0.021641037506219225,-0.16252859616187826,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1148.15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1971,-0.11938414845199613,-0.6401657626001261,-0.5812560105492602,-0.5629459009675757,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,652.09,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1972,4.596498425650507,-0.46433104350872234,-0.4705929276969598,-0.4260895379877942,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,654.41,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1972,-0.5405242542423119,0.08710193893341786,0.01636717337545252,-0.16715651701724868,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1142.86,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1972,-0.10165193347135126,-0.6598571757954799,-0.6051495726791994,-0.5895864221330165,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,623.33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1973,4.754315138978247,-0.33872068725706705,-0.33890583638637534,-0.2765438308012161,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,786.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1973,-0.5396376434932796,-0.1304518888050268,-0.19481669029568913,-0.35247456518229375,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,931.03,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1973,-0.06530089276102928,-0.6933106684493388,-0.6457420429736651,-0.6348456663660984,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,574.47,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1974,4.642602184600183,-0.7320982031221756,-0.7513140358144126,-0.7448803641638607,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,372.83,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1974,-0.5396376434932796,-0.05961826042792953,-0.12605706664748706,-0.292136625410103,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1974,-0.07860005399651293,-0.575312819002633,-0.5025634443132435,-0.47520632639210436,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,746.81,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1975,4.739242756244698,-0.3650428513955016,-0.36650140522184343,-0.3078817456692945,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,758.82,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1975,-0.5396376434932796,-0.05961826042792953,-0.12605706664748706,-0.292136625410103,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1975,-0.048455288529416655,-0.7319677334357669,-0.6926485282955137,-0.6871448257889353,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,518.01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1976,4.697572051040183,-0.5626302525762792,-0.5736476224412637,-0.5431198941985335,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,551.04,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1976,-0.5387510327442473,-0.40195512206252215,-0.4583703238702676,-0.5837481298941445,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,666.67,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1976,-0.09987871197328678,-0.9118812468343447,-0.9109555978672846,-0.9305498934747101,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,255.24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1977,4.760521414221472,-0.18049290940323337,-0.17302336895380568,-0.08816537506062476,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,952.89,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1977,-0.5352045897481184,-0.2408566307296023,-0.30198878747100755,-0.44652021583490364,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,823.53,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1977,-0.06618750351006153,-0.8713823911144153,-0.8618142835423227,-0.8757589745965519,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,314.39,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1978,4.865141482607277,-0.5242976501044477,-0.5334605783748722,-0.49748292352179063,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,591.35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1978,-0.5352045897481184,-0.21065194738074866,-0.2726684955833228,-0.4207910755028733,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,852.94,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1978,-0.10342515496941575,-0.8632278455248232,-0.8519195573612527,-0.864726686450502,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,326.3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1979,4.903265744815664,-0.5769419783813168,-0.5886517160458083,-0.5601587532579475,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,535.99,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1979,-0.5387510327442473,0.14578591059453622,0.07333288158566363,-0.11716797303315446,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1200.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1979,0.013607463902840395,-0.9220213660771538,-0.923259619256172,-0.9442684650484297,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,240.43,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1980,5.0637422903905,-0.3143764892099601,-0.3133839230125321,-0.2475607881486581,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,812.1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1980,-0.5387510327442473,-0.12808974083826855,-0.19252370589100778,-0.35046242567995883,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,933.33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1980,-0.08480632923973865,-0.8592566982183889,-0.8471009669456182,-0.8593541195951628,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,332.1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1981,5.020298363687919,-0.3215085784815735,-0.3208610460712752,-0.25605191392577464,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,804.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1981,-0.5387510327442473,-0.05961826042792953,-0.12605706664748706,-0.292136625410103,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1981,-0.025403409054578323,-0.8269329285051537,-0.8078793025452554,-0.8156232780019618,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,379.31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1982,5.001679537958243,-0.3092508943867606,-0.30801036390764874,-0.2414584990901702,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,817.49,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1982,-0.5387510327442473,-0.025387655327035796,-0.09282873177443264,-0.26297809949148465,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1033.33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1982,0.07035055184090398,-0.820216212112719,-0.7997292384112255,-0.8065362295793965,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,389.12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1983,4.991040208969856,-0.007782235601843429,0.0080426430367184,0.11745572675803131,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,1134.51,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1983,-0.5387510327442473,0.18001651569543037,0.1065612164587182,-0.08800944711453594,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1233.33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1983,0.03488612187961424,-0.8368402563541372,-0.8199008548408125,-0.8290269060014029,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,364.84,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1984,5.039803800166629,-0.2385766444312529,-0.23391705914420993,-0.15731710338946253,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,891.81,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1984,-0.5334313682500539,0.08302466613862222,0.012409282903024819,-0.1706296447669309,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1138.89,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1984,0.16876434498348303,-0.7558767789427819,-0.7216597657634373,-0.7194913834765985,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,483.09,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1985,5.027391249680178,-0.0316794893879293,-0.017010703958777004,0.08900479465417259,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,1109.38,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1985,-0.5316581467519894,-0.27583696105472816,-0.33594489565511315,-0.476317377334698,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,789.47,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1985,0.21398149318412743,-0.7898643224412992,-0.7629002533896606,-0.7654731453212607,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,433.45,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1986,5.1355577610621115,-0.31020183962297565,-0.3090073136488145,-0.24259064919378567,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,816.49,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1986,-0.5298849252539249,-0.3163734742060118,-0.3752945019389254,-0.5108474408812888,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,750.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1986,0.30352917883638403,-0.7023826860028309,-0.656750029699037,-0.6471192027166578,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,561.22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1987,5.179888298513723,-0.3191312153910357,-0.31836867171836086,-0.2532215386667358,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,807.1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1987,-0.5298849252539249,-0.3163734742060118,-0.3752945019389254,-0.5108474408812888,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,750.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1987,0.4409538449363818,-0.7723501934587836,-0.7416486080738105,-0.741778272879954,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,459.03,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1988,5.221559003718239,-0.2857625470522472,-0.28338570530085444,-0.21349439153086602,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,842.19,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1988,-0.5316581467519894,-0.0055661528233672845,-0.07358760176993329,-0.2460936245371088,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1052.63,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1988,0.4843977716389617,-0.757020195494807,-0.7230471874865595,-0.721038312209084,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,481.42,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1989,5.288054809895657,-0.42794787877113183,-0.43244963059995806,-0.38277347502346315,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,692.67,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1989,-0.5325447575010216,0.2457150397969658,0.17033609140109146,-0.03204572365176898,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1297.3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1989,0.4950371006273486,-0.7402934491678775,-0.7027509523393267,-0.6984086900925431,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,505.85,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1990,5.489315449925976,0.03683611488137005,0.05481952489221562,0.17057620961967299,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,1181.43,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1990,-0.5298849252539249,-0.11096930318354604,-0.1759045537057747,-0.3358787885043402,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,950.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1990,0.5535534100634767,-0.7361579785246253,-0.6977329719754591,-0.6928138101259484,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,511.89,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1991,5.470696624196299,-0.006070534176656149,0.009837152570816706,0.1194935969445393,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,1136.31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1991,-0.5316581467519894,-0.14070155693904793,-0.20476624871252344,-0.3612055009359036,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,921.05,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1991,0.4737584426505748,-0.6444039353288896,-0.5863986096307736,-0.5686797266287049,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,645.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1992,5.534532598126621,-0.01226118766441654,0.003347009755827784,0.1121232997700021,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,1129.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1992,-0.5263384822577959,0.31384760332511785,0.23647373723002768,0.02599137834166513,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1363.64,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1992,0.43297434819509156,-0.7011228737538931,-0.6552213734292496,-0.6454148021970331,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,563.06,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1993,5.6728438749756505,0.09825766768850465,0.11921250867411155,0.24370178481220137,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,1246.02,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1993,-0.5316581467519894,0.04848595478119429,-0.021118136892379808,-0.20005062366411497,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1105.26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1993,0.4152421332144467,-0.656392692110901,-0.6009457679372839,-0.584899320704048,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,628.39,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1994,5.878537568751131,0.17976318388450252,0.2046610709894283,0.3407383701930903,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,1331.73,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1994,-0.522792039261667,-0.16660302290498086,-0.22990932118472363,-0.38326904800063666,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,895.83,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1994,0.5402542488279931,-0.6391524353564153,-0.5800264392018225,-0.5615749701148338,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,653.57,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1995,5.847506192535002,0.29645367382045973,0.32699677372787783,0.47966450940775424,0.6268259145995546,1.3577739770046746,0.8724361521332107,1.4695721530712127,-0.3030049514507916,-0.3030049514507916,1454.44,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1995,-0.5281117037558604,0.2827186012066631,0.20625619057529332,-0.0005251209260616686,-0.4551345376670986,0.07027778859608384,-1.1462156830100179,-0.20083368530546766,0.6646019152787437,0.6646019152787437,1333.33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1995,0.5340479735847673,-0.7481672757237388,-0.7123050540254986,-0.7090611933401985,-1.1764415058448674,-1.217218399812507,0.8724361521332107,-1.0360366044938079,-1.2706118181803268,-1.2706118181803268,494.35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
