Crop_Year,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Fertilizer_per_Area,Pesticide_per_Area,Production_per_Area,Season_Autumn,Season_Kharif,Season_Rabi,Season_Summer,Season_Whole Year,Season_Winter,State_Andhra Pradesh,State_Arunachal Pradesh,State_Assam,State_Bihar,State_Chhattisgarh,State_Delhi,State_Goa,State_Gujarat,State_Haryana,State_Himachal Pradesh,State_Jammu and Kashmir,State_Jharkhand,State_Karnataka,State_Kerala,State_Madhya Pradesh,State_Maharashtra,State_Manipur,State_Meghalaya,State_Mizoram,State_Nagaland,State_Odisha,State_Puducherry,State_Punjab,State_Sikkim,State_Tamil Nadu,State_Telangana,State_Tripura,State_Uttar Pradesh,State_Uttarakhand,State_West Bengal,Crop_Year_scaled,Area_scaled,Production_scaled,Annual_Rainfall_scaled,Fertilizer_scaled,Pesticide_scaled,Fertilizer_per_Area_scaled,Pesticide_per_Area_scaled,Production_per_Area_scaled,Yield
1997,6417.0,19052,3680.3,610705.89,1989.27,95.17,0.31,2.968988623967586,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,-0.6373752812505679,-0.6154590554839516,2.145052405952495,-0.6256207986155928,-0.6053007713842008,-1.5677473870138448,0.5111948015174167,0.7841063028694769,2.97
1997,672600.0,1042300,798.9,64011342.0,208506.0,95.17,0.31,1.549658043413619,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,-0.12094733715872186,-0.2738171865436621,-0.9273161119990277,-0.26724360703054617,-0.04168499347056545,-1.5677473870138448,0.5111948015174167,-0.9265625678522219,1.665
1997,913000.0,2556000,661.2,86890210.0,283030.0,95.17,0.31,2.799561883899233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,0.06541178302248928,0.2315767130925124,-1.0741423578940525,-0.1379189667184319,0.16170241360892762,-1.5677473870138448,0.5111948015174167,0.5799022547965709,2.730588235
1997,275746.0,5488,1356.2,26242746.82,85481.26,95.17,0.31,0.019902373923828452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,-0.4285902750971344,-0.6199878015067204,-0.33308033249795754,-0.48073362702398953,-0.3774383464203373,-1.5677473870138448,0.5111948015174167,-2.770322886596875,0.016666667
1997,1031530.0,2340493,1266.7,98170710.1,319774.3,95.16999999999999,0.31,2.2689529146025804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,0.1572967518872104,0.15962327243128951,-0.428512060948246,-0.07415503320680587,0.26198323457869593,-1.5677473870138452,0.5111948015174167,-0.0596219397340889,2.2335
1997,53889.0,109350,1266.7,5128616.13,16705.59,95.17,0.31,2.0291710738740747,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,-0.6005747814450668,-0.5853103745370353,-0.428512060948246,-0.6000829478464719,-0.5651376807482703,-1.5677473870138448,0.5111948015174167,-0.3486224983907666,2.073846154
1997,268044.0,762759,1266.7,25509747.48,83093.64,95.17,0.31,2.8456484756234053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,-0.4345608988227404,-0.36715028827993473,-0.428512060948246,-0.4848769647098627,-0.38395452699157795,-1.5677473870138448,0.5111948015174167,0.635448791241541,2.829444444
1997,1339000.0,2330000,1156.1,127432630.0,415090.0,95.17,0.31,1.7401045556385362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,0.39564882627205644,0.1561198713684089,-0.546442219234301,0.09125032102266911,0.5221143745734204,-1.5677473870138448,0.5111948015174167,-0.6970241329982862,8.778275862
1997,329.0,646,1156.1,31310.93,101.99,95.17,0.31,1.9635258358662615,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,-0.6420947251925946,-0.6216044476466678,-0.546442219234301,-0.6288958751972075,-0.6104514474836182,-1.5677473870138448,0.5111948015174167,-0.427742378360698,2.018888889
1997,155.0,348,2053.3,14751.35,48.05,95.17,0.31,2.2451612903225806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,-0.6422296107454711,-0.6217039438361978,0.41022087311875893,-0.6289894795541722,-0.6105986580028855,-1.5677473870138448,0.5111948015174167,-0.08829714169008221,2.075555556
1997,105170.0,150101,3818.2,10009028.9,32602.7,95.17,0.31,1.4272225919939145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,-0.5608215283584915,-0.5717044375587214,2.292091907106627,-0.5724960223895437,-0.5217520334003356,-1.5677473870138448,0.5111948015174167,-1.0741296803248495,1.378571429
1997,68114.0,110573,2644.2,6482409.38,21115.34,95.17,0.31,1.6233520274833368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,-0.5895474998952427,-0.5849020395041654,1.0402835361497695,-0.5924305226865725,-0.5531027977794443,-1.5677473870138448,0.5111948015174167,-0.8377418193706924,1.6
1997,145000.0,188000,1398.5,13799650.0,44950.0,95.17,0.31,1.296551724137931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,-0.5299451400189839,-0.559050725857386,-0.2879768451968715,-0.5510692319418252,-0.4880543610876226,-1.5677473870138448,0.5111948015174167,-1.2316226484987431,1.29
1997,200.0,250,1398.5,19034.0,62.0,95.17,0.31,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.8179459552641317,-0.6421947265507617,-0.6217366640596003,-0.2879768451968715,-0.6289652715308192,-0.610560586316868,-1.5677473870138448,0.5111948015174167,-1.2877297925652798,1.3
1997,2281000.0,7904000,690.1,217082770.0,707110.0,95.17,0.31,3.465146865409908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.8179459552641317,1.1258913021901134,2.017166047342536,-1.0433269729531214,0.5980049432107375,1.3190816685371578,-1.5677473870138448,0.5111948015174167,1.3821082554914852,3.476470588
1997,15691.0,21447,2804.1,1493312.47,4864.21,95.17,0.31,1.3668344911095534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.8179459552641317,-0.6301860363231113,-0.6146594132895745,1.210781115805648,-0.6206317939805905,-0.5974546199147531,-1.5677473870138448,0.5111948015174167,-1.1469133191474263,1.365
1997,5726527.0,12262794,473.9,544993574.6,1775223.37,95.17000000174626,0.31,2.1414015859874582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.8179459552641317,3.7968787409613607,3.4724794498468365,-1.2738559080475615,2.451547122804194,4.23412660427919,-1.567747386947385,0.5111948015174167,-0.21335503776676873,2.037
1997,6607.0,18281,473.9,628788.19,2048.17,95.16999999999999,0.31,2.76691387921901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.8179459552641317,-0.6372279924284613,-0.6157164768333733,-1.2738559080475615,-0.625518586961436,-0.6051400242654608,-1.5677473870138452,0.5111948015174167,0.5405527712704459,2.202903226
1997,423121.0,751970,1852.9,40268425.57,131167.51,95.17,0.31,1.7771984845942415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8179459552641317,-0.31434453742364854,-0.37075251777268403,0.19653910349375533,-0.4014523505431333,-0.25275357471343085,-1.5677473870138448,0.5111948015174167,-0.6523161344342586,1.837222222
1997,1206829.0,3569520,1852.9,114853915.9,374116.99,95.16999997514147,0.31,2.957767836205461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8179459552641317,0.2931892951844073,0.5699705990403591,0.19653910349375533,0.02014812852907985,0.4102927565155847,-1.5677473879599189,0.5111948015174167,0.770582284862234,2.843888889
1997,4270328.0,8915100,1852.9,406407115.8,1323801.68,95.17000000936696,0.31,2.087685067751236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8179459552641317,2.6680269753675194,2.3547519441002396,0.19653910349375533,1.6681760252289275,3.0021276907943695,-1.5677473866573541,0.5111948015174167,-0.2780976543560585,1.985555556
1998,2812400.0,7005800,1048.3,277865120.0,815596.0,98.8,0.29,2.4910396814108946,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,1.5378348814925078,1.7172751834638205,-0.6613868038928608,0.9415820621081863,1.6151565738619644,-1.4295956929148677,0.23741396151010144,0.20805137315256073,2.47
1998,1504200.0,4872200,1048.3,148614960.0,436218.0,98.8,0.29,3.2390639542614013,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,0.5237125810721234,1.0049091768153817,-0.6613868038928608,0.2109851439266042,0.5797759216827479,-1.4295956929148677,0.23741396151010144,1.109618531390043,2.986086957
1998,115481.0,114116,3616.7,11409522.8,33489.49,98.80000000000001,0.29,0.9881798737454647,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.5528283965440637,-0.5837191032642164,2.0772372335565357,-0.5645796180518461,-0.5193318477054719,-1.4295956929148672,0.23741396151010144,-1.6032923160876345,0.965384615
1998,594979.0,520605,2354.4,58783925.2,172543.91,98.80000000000001,0.29,0.8749972688111681,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.1811194722152351,-0.4480006247881584,0.7312766657040312,-0.2967920006583036,-0.13983104357871004,-1.4295956929148672,0.23741396151010144,-1.7397073004619752,1.055652174
1998,223913.0,446114,2354.4,22122604.4,64934.77,98.8,0.29,1.992354173272655,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.4687714409721457,-0.47287166725218577,0.7312766657040312,-0.504023063219049,-0.43351286369912984,-1.4295956929148677,0.23741396151010144,-0.39299660449275853,1.685217391
1998,1635230.0,2288114,2354.4,161560724.0,474216.7,98.8,0.29,1.3992612659992785,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,0.6252876040228059,0.1421349807823213,0.7312766657040312,0.2841621154824311,0.6834801923256487,-1.4295956929148677,0.23741396151010144,-1.1078304760509983,1.395652174
1998,132836.0,270992,1332.5,13124196.8,38522.44,98.80000000000001,0.29000000000000004,2.0400493842030776,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.5393747254511148,-0.5313413709531082,-0.3583510807021122,-0.5548872854459439,-0.5055961565125577,-1.4295956929148672,0.23741396151010222,-0.3355112563018289,1.765777778
1998,4234443.0,5722449,1332.5,418362968.4,1227988.47,98.8,0.29,1.351405367837045,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,2.640208768097541,1.2887901689351926,-0.3583510807021122,1.735757443029828,2.7406387698311505,-1.4295956929148677,0.23741396151010144,-1.1655094948702844,1.242909091
1998,7303.0,10799,784.5,721536.4,2117.87,98.8,0.29,1.47870738052855,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.6366884502169549,-0.6182145657262039,-0.9426704906547166,-0.6249943202495584,-0.6049498022930299,-1.4295956929148677,0.23741396151010144,-1.012076888488634,1.48
1998,41000.0,104249,2964.9,4050800.0,11890.0,98.8,0.29,2.542658536585366,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.6105663900141834,-0.5870134955531178,1.3822383441275075,-0.6061753901532698,-0.5782801632191245,-1.4295956929148677,0.23741396151010144,0.27026575076062637,2.54
1998,15439.0,46925,2964.9,1525373.2,4477.31,98.8,0.29000000000000004,3.039380788911199,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.6303813878134843,-0.606152822964589,1.3822383441275075,-0.62045056812731,-0.5985105292566975,-1.4295956929148677,0.23741396151010222,0.8689474857211469,3.04
1998,622100.0,1015900,775.6,61463480.0,180409.0,98.8,0.29,1.633017199807105,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.16009515566600624,-0.28263161407249543,-0.9521603496849688,-0.28164560177586767,-0.1183660086698639,-1.4295956929148677,0.23741396151010144,-0.8260927295455596,1.695384615
1998,1086694.0,2432000,687.6,107365367.2,315141.26,98.8,0.29000000000000004,2.237980517054479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,0.20006012337504872,0.19017561409344677,-1.0459926636919563,-0.022181494907151843,0.24933895900981115,-1.4295956929148677,0.23741396151010222,-0.0969518733401657,2.286666667
1998,82125.0,116997,1381.6,8113950.0,23816.25,98.8,0.29,1.42462100456621,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.5786861120713701,-0.5827571954721493,-0.30599691459139533,-0.5832081081931585,-0.5457316008273875,-1.4295956929148677,0.23741396151010144,-1.077265281493464,1.455454545
1998,1079193.0,2599170,1260.8,106624268.4,312965.97,98.80000000000001,0.29,2.408438527677626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,0.19424531571914494,0.2459903053811387,-0.4348030910918964,-0.026370615441687867,0.24340225952043917,-1.4295956929148672,0.23741396151010144,0.10849512860095716,2.310740741
1998,51782.0,106072,1260.8,5116061.6,15016.78,98.8,0.29000000000000004,2.0484338187014792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.6022081369617964,-0.5864048326218654,-0.4348030910918964,-0.6001539133363963,-0.5697467018280555,-1.4295956929148677,0.23741396151010222,-0.32540579440906625,2.054285714
1998,295830.0,951569,1260.8,29228004.0,85790.7,98.8,0.29,3.2166075110705474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.4130210713961383,-0.30411043745724453,-0.4348030910918964,-0.4638592208670654,-0.37659383727903145,-1.4295956929148677,0.23741396151010144,1.0825525759036685,2.99375
1998,120217.0,235849,3151.5,11877439.6,34862.93,98.8,0.29,1.9618606353510735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.5491570288519746,-0.5430749098412062,1.5812055008741424,-0.5619346807299473,-0.5155835196449913,-1.4295956929148677,0.23741396151010144,-0.4297493855539976,1.856923077
1998,57700.0,144872,3151.5,5700760.0,16733.0,98.8,0.29,2.5107798960138648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.5976204777553389,-0.5734502951931255,1.5812055008741424,-0.5968488586339055,-0.5650628746612641,-1.4295956929148677,0.23741396151010144,0.23184355454097755,2.116153846
1998,174714.0,346022,3151.5,17261743.2,50667.06,98.8,0.29,1.9805052829195142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.5069107186501631,-0.506290367260367,1.5812055008741424,-0.5314994718550492,-0.47245162895411014,-1.4295956929148677,0.23741396151010144,-0.40727765230319984,1.937142857
1998,5438800.0,3346300,962.7,537353440.0,1577252.0,98.8,0.29,0.6152643965580643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,3.5738315256020456,0.49544194324542823,-0.7526600547905667,2.4083606478841437,3.69383242226702,-1.4295956929148677,0.23741396151010144,-2.0527541306747805,0.586785714
1998,1445700.0,2395100,1314.8,142835160.0,419253.0,98.8,0.29,1.6567060939337346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,0.4783631279498236,0.17785544834291836,-0.3772241711330631,0.17831435986176505,0.5334758390100036,-1.4295956929148677,0.23741396151010144,-0.7975413446043355,1.267241379
1998,37400.0,72500,1314.8,3695120.0,10846.0,98.8,0.29,1.9385026737967914,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.6133571255909404,-0.5976138462960318,-0.3772241711330631,-0.6081858999418752,-0.5811293990759088,-1.4295956929148677,0.23741396151010144,-0.4579019091886458,2.053333333
1998,88370.0,200290,1855.0,8730956.0,25627.3,98.8,0.29,2.266493153785221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.5738449610500238,-0.5549473427388496,0.19877828371437653,-0.5797204321848692,-0.5407889680702714,-1.4295956929148677,0.23741396151010144,-0.06258660231328537,2.094444444
1998,78520.0,181900,1855.0,7757776.0,22770.8,98.8,0.29,2.316607233825777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.5814807236697614,-0.5610873928242756,0.19877828371437653,-0.5852214103564704,-0.5485847939561951,-1.4295956929148677,0.23741396151010144,-0.0021858768693410317,2.2175
1998,105402.0,149742,6552.7,10413717.6,30566.58,98.8,0.29000000000000004,1.420675129504184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.5606416809546562,-0.5718243004179203,5.207824437244212,-0.5702084869850003,-0.5273089166500633,-1.4295956929148677,0.23741396151010222,-1.082021104928009,1.51
1998,62372.0,95115,2640.7,6162353.6,18087.88,98.8,0.29000000000000004,1.5249631244789328,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.5939987231401699,-0.5900631539261619,1.0365515691154006,-0.5942396637082485,-0.5613651996826818,-1.4295956929148677,0.23741396151010222,-0.9563264788574193,1.5225
1998,6020.0,15698,2640.7,594776.0,1745.8,98.8,0.29,2.6076411960132893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.637683037368338,-0.6165788884359102,1.0365515691154006,-0.6257108435992197,-0.6059652382942116,-1.4295956929148677,0.23741396151010144,0.3485870482392386,4.39
1998,141000.0,205000,1498.0,13930800.0,40890.0,98.8,0.29,1.4539007092198581,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.5330459573264916,-0.5533747687365463,-0.18188235379124348,-0.5503278960253396,-0.4991347227528948,-1.4295956929148677,0.23741396151010144,-1.0419754906715317,1.441428571
1998,819731.0,501365,1357.1,80989422.8,237721.99,98.8,0.29,0.6116213733529657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.006890749340994003,-0.4544244727296263,-0.3321206838319771,-0.17127364065589804,0.03804991677795042,-1.4295956929148677,0.23741396151010144,-2.057144937494321,0.837666667
1998,268081.0,506455,1357.1,26486402.8,77743.49,98.8,0.29000000000000004,1.8891864772214368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.664614408727269,-0.43453221626264593,-0.45272502439168083,-0.3321206838319771,-0.4793563420126247,-0.39855590555400544,-1.4295956929148677,0.23741396151010222,-0.5173409739560123,1.582666667
